src_id,dst_id,wire_cap_ff,wire_length_um,is_critical
3488,9410,35.89,318.61,0
3488,14508,43.69,223.4,0
3489,15766,0.99,6.57,0
3489,19850,113.7,461.77,0
3489,7983,37.73,212.13,0
3489,9306,42.59,279.94,0
3489,8020,2.12,12.35,0
3489,8146,15.37,63.62,0
3490,10414,34.53,242.85,0
3490,9391,33.3,173.25,0
3490,14992,84.87,408.51,0
3490,12634,59.0,416.65,0
3490,18922,50.05,368.96,0
3490,422,20.7,241.82,0
3490,7598,51.23,360.89,0
3491,3474,21.19,258.68,0
3491,13477,46.77,466.9,0
3491,7073,36.27,175.85,0
3491,16913,19.36,93.77,0
3491,4829,39.76,173.57,0
3491,14170,23.69,210.18,0
3491,15954,19.03,124.3,0
3492,15143,73.9,416.9,0
3492,1880,34.56,294.92,0
3492,19055,22.75,106.76,0
3492,2850,21.23,181.92,1
3492,571,28.89,189.54,0
3493,18015,8.27,59.97,0
3493,11844,22.6,133.49,0
3493,18279,53.02,435.38,0
3493,3038,12.0,66.72,0
3493,2036,26.82,108.58,0
3493,12000,71.51,493.69,0
3494,14944,37.17,357.96,0
3494,14655,85.46,392.53,0
3494,1895,46.22,426.38,0
3494,16861,46.16,345.67,0
3494,9276,24.21,239.05,0
3494,4946,72.44,379.94,1
3494,10957,15.33,160.86,0
3494,12023,47.4,284.78,0
3495,4544,69.24,465.96,0
3495,11334,26.25,201.88,0
3495,10024,35.41,301.35,0
3495,2402,43.66,325.5,0
3496,20171,33.17,187.51,0
3496,2118,67.24,372.94,0
3496,13778,71.97,453.73,0
3496,6795,5.67,29.57,0
3496,9955,39.3,183.91,0
3497,11689,22.23,149.68,0
3497,16757,25.17,148.13,0
3497,1756,73.99,313.95,0
3497,4181,11.73,74.71,0
3497,2311,34.79,257.25,0
3498,12652,45.26,471.9,0
3498,7504,32.91,134.01,0
3498,10327,29.25,224.04,0
3498,8048,43.48,186.28,0
3498,16713,21.09,238.53,0
3499,13503,16.4,121.33,0
3499,11218,9.27,47.98,0
3499,14916,61.2,272.4,0
3499,4515,1.26,14.62,0
3500,20875,10.95,44.53,0
3500,6533,62.23,463.47,0
3500,18426,18.95,137.16,0
3500,12649,23.87,156.45,0
3500,19285,58.95,304.32,0
3500,15349,5.75,47.76,0
3501,10456,4.55,26.16,0
3501,7510,23.48,108.46,0
3501,1742,21.13,92.84,0
3501,18861,76.01,337.96,0
3501,2592,24.9,274.23,0
3502,11541,62.44,494.21,0
3502,3755,33.27,380.49,0
3502,7780,60.56,487.13,0
3502,19756,7.51,75.77,0
3502,20993,91.7,375.45,0
3502,15429,37.52,162.11,0
3503,1493,77.78,445.26,0
3503,3425,107.25,476.49,0
3503,5006,68.04,363.98,0
3503,19327,41.16,322.96,0
3503,20385,11.0,69.68,0
3504,4157,44.36,495.94,0
3504,19805,10.76,43.75,0
3504,7088,60.42,373.52,0
3504,1900,46.67,357.76,0
3504,13437,69.3,320.0,0
3504,5149,38.51,242.4,0
3504,5372,82.87,336.17,0
3505,7751,91.72,408.75,1
3505,19095,60.78,349.08,1
3505,1819,30.84,250.0,0
3505,9722,2.77,18.18,1
3505,8643,43.06,426.63,0
3505,5705,35.06,142.33,0
3505,17882,2.66,17.63,0
3505,7762,41.69,456.78,1
3506,19358,41.11,420.64,0
3506,4472,38.17,264.13,0
3506,10839,2.32,13.33,1
3506,13841,25.15,136.94,0
3506,7126,60.52,318.75,0
3506,16815,67.27,499.4,0
3507,2036,16.64,76.18,0
3507,7669,20.42,125.0,0
3507,16394,17.59,155.42,0
3507,4515,6.04,41.88,0
3507,15971,74.47,443.65,0
3507,14181,83.89,343.85,0
3507,8585,31.04,325.96,0
3508,10727,27.52,239.01,0
3508,17435,26.17,275.58,0
3508,20295,9.79,40.0,0
3508,20534,9.37,52.98,0
3508,15231,38.93,216.23,0
3508,1580,29.5,185.52,0
3509,12667,73.75,465.82,0
3509,1697,49.05,376.89,0
3509,19314,56.99,365.74,0
3509,7050,69.78,484.05,0
3509,2118,65.52,271.5,0
3509,3012,17.2,113.09,0
3509,8017,7.42,31.26,0
3510,17376,0.98,6.44,0
3510,8072,78.05,338.04,0
3510,8177,40.57,195.54,0
3510,7648,16.57,193.83,0
3510,7865,27.17,109.06,0
3510,18419,35.39,142.18,0
3510,5576,56.3,434.29,0
3511,20579,2.25,22.3,0
3511,12589,54.33,435.69,0
3511,5358,51.06,263.64,0
3511,11839,103.1,484.66,0
3511,12145,6.44,31.91,0
3511,10348,31.26,281.53,0
3511,2277,43.49,232.99,0
3511,5338,50.95,447.84,0
3512,14907,114.39,487.33,0
3512,7578,43.1,290.15,0
3512,13810,76.8,439.4,0
3512,16420,46.16,437.05,0
3512,7571,72.54,398.89,0
3512,19543,39.62,433.33,0
3512,13296,73.28,431.09,0
3512,2742,78.41,316.95,0
3513,13599,87.42,353.09,0
3513,10398,44.3,250.44,0
3513,18924,20.39,163.0,0
3513,15713,17.89,133.79,0
3513,5426,95.35,454.84,0
3513,12979,22.15,266.62,0
3514,379,92.92,470.78,0
3514,2641,77.57,319.51,0
3514,13734,21.68,160.92,0
3514,4717,45.21,295.9,0
3514,7939,60.63,425.92,0
3515,8903,10.37,63.18,0
3515,14849,49.65,399.9,0
3515,12976,8.33,62.02,0
3515,17446,5.38,27.25,0
3515,14318,36.5,152.57,0
3515,5176,87.37,484.19,0
3516,19278,52.58,465.56,0
3516,5418,77.73,314.51,0
3516,2623,32.21,270.92,1
3516,18794,14.65,127.72,0
3516,6927,57.18,376.84,1
3517,719,8.77,60.65,0
3517,19171,17.78,99.93,0
3517,19743,64.3,367.08,0
3517,17434,116.97,485.03,0
3517,20823,5.94,26.93,0
3517,3055,85.03,380.84,0
3518,1198,22.91,263.99,0
3518,15117,15.48,167.12,0
3518,19775,66.01,279.39,0
3518,14817,56.9,289.76,0
3519,15641,34.37,179.42,0
3519,6833,43.35,470.05,0
3519,6475,30.42,303.16,0
3519,8641,73.23,450.13,0
3519,5509,7.65,38.45,0
3519,11219,35.41,147.1,0
3519,19551,4.45,28.86,0
3519,20278,90.74,445.74,0
3520,9326,43.01,190.45,0
3520,4249,74.52,428.83,0
3520,19326,53.07,256.38,0
3520,6289,36.17,186.44,0
3520,12825,42.02,231.1,0
3520,9074,22.89,92.81,0
3521,8910,57.66,258.63,0
3521,17814,38.81,368.63,0
3521,17046,19.21,141.86,0
3521,6434,52.83,377.51,0
3522,600,28.29,145.96,0
3522,20203,76.24,354.33,0
3522,8323,71.15,387.36,0
3522,241,28.96,333.75,0
3522,4876,28.74,149.37,0
3522,17269,10.48,61.78,0
3523,2011,41.0,206.87,0
3523,16514,30.33,176.72,0
3523,15478,53.9,226.46,0
3523,12274,2.68,14.6,0
3523,1539,33.39,139.56,0
3523,7195,12.87,124.22,0
3523,18230,83.11,459.09,0
3524,578,116.19,470.58,0
3524,18535,12.37,84.6,0
3524,13991,51.44,303.17,0
3524,7632,54.28,231.45,0
3524,4853,57.61,263.03,0
3524,17615,43.76,227.09,0
3525,7644,16.29,78.4,0
3525,4438,3.69,21.72,0
3525,13465,19.01,97.74,0
3525,1976,22.38,100.44,0
3526,15975,24.4,273.41,0
3526,10111,4.59,30.02,0
3526,1371,78.72,338.08,0
3526,11388,40.77,329.51,0
3527,7150,5.42,41.99,0
3527,11204,23.56,184.07,0
3527,20073,59.96,345.26,0
3527,8538,85.03,472.05,0
3527,18902,36.08,204.77,0
3528,19968,13.48,167.52,0
3528,15973,4.62,45.21,0
3528,11030,34.87,192.27,0
3528,7324,34.04,185.05,0
3528,1691,29.27,299.36,0
3528,3019,16.3,106.61,0
3528,424,17.02,89.96,0
3529,15990,12.45,57.87,0
3529,11487,24.88,110.46,0
3529,7117,25.16,114.44,0
3529,8889,43.04,260.66,0
3529,15891,55.82,250.19,0
3529,20652,41.77,200.21,0
3529,5115,16.79,126.16,0
3530,3691,60.78,498.38,0
3530,13521,30.4,373.84,0
3530,15026,10.95,64.03,0
3530,18041,68.97,352.49,0
3531,3788,50.41,204.7,0
3531,4008,36.14,302.29,0
3531,20390,82.49,422.04,0
3531,14660,9.7,46.97,0
3531,18228,39.89,460.53,0
3531,4547,21.03,163.0,0
3531,10522,42.69,220.29,0
3532,3641,51.99,234.82,0
3532,13332,114.17,489.38,0
3532,9582,28.22,244.22,0
3532,9829,36.11,341.42,0
3532,11163,69.66,491.1,0
3532,19630,41.72,452.28,0
3533,6449,95.4,492.24,0
3533,7512,31.51,169.58,0
3533,17865,76.48,472.75,0
3533,20320,96.6,426.76,0
3533,19766,81.67,446.03,0
3534,6926,70.36,331.05,0
3534,5621,61.21,332.09,0
3534,18209,56.39,347.3,0
3534,13269,77.66,312.72,0
3534,19575,88.32,366.47,0
3534,71,53.11,311.23,0
3534,1625,67.85,392.52,0
3534,4105,22.43,147.28,0
3535,13185,6.31,28.65,0
3535,4686,57.13,326.38,0
3535,14052,21.89,107.55,0
3535,19870,21.86,96.45,0
3535,16426,20.28,111.18,0
3536,9581,43.28,264.98,0
3536,4358,67.54,487.63,0
3536,5320,15.86,89.38,0
3536,11497,40.17,478.76,0
3536,12083,12.41,80.94,0
3536,19419,85.54,381.61,0
3536,17268,61.29,438.57,0
3536,7088,17.04,139.28,0
3537,2631,23.13,177.21,1
3537,2032,69.5,449.99,0
3537,3618,55.09,335.46,0
3537,9216,36.17,349.81,0
3537,18557,18.96,107.61,1
3537,12064,94.88,395.89,0
3537,2999,33.31,175.87,0
3538,6128,32.23,391.9,0
3538,14254,12.86,158.59,0
3538,5760,17.59,77.01,0
3538,12634,70.71,306.02,0
3538,6557,18.44,154.56,0
3538,2477,77.57,425.69,0
3538,5670,36.8,191.52,0
3538,5826,48.41,260.3,0
3539,341,10.77,89.62,0
3539,20226,61.53,295.59,0
3539,10482,39.67,298.6,0
3539,12967,103.59,448.36,0
3539,7953,5.97,47.46,0
3539,15800,29.12,149.42,0
3539,7487,6.14,27.78,0
3540,9722,13.37,154.25,1
3540,14959,6.41,38.64,1
3540,7582,31.59,157.34,0
3540,490,4.99,22.46,0
3540,8911,42.6,246.69,1
3540,7297,43.54,264.46,1
3540,18854,25.66,139.19,0
3541,12468,46.53,418.99,0
3541,5245,40.7,465.05,0
3541,12001,39.42,332.87,0
3541,11826,75.83,357.54,0
3541,7933,21.23,233.44,0
3541,20167,33.17,278.24,0
3542,7361,73.39,309.56,1
3542,16117,9.77,86.28,0
3542,3376,82.58,471.79,0
3542,18845,72.93,431.5,0
3543,8464,7.4,62.74,0
3543,11377,24.14,108.14,0
3543,4064,10.32,53.78,0
3543,10602,32.73,251.9,0
3543,7300,5.95,36.05,0
3543,16615,17.79,145.54,0
3544,2758,44.03,225.46,0
3544,874,25.56,239.69,0
3544,14320,12.87,54.45,0
3544,2270,4.5,48.45,0
3544,14209,29.39,141.95,0
3544,15360,10.81,110.59,0
3545,3505,41.39,307.23,0
3545,15273,14.06,147.3,0
3545,13691,84.69,470.41,0
3545,1276,81.14,346.41,0
3546,511,79.2,473.53,0
3546,7715,30.08,349.44,0
3546,18676,19.85,154.22,0
3546,14850,36.98,219.2,0
3546,13072,50.57,378.36,0
3546,3651,10.22,79.79,0
3547,4420,47.33,338.44,0
3547,20102,19.58,199.28,0
3547,16810,12.65,77.58,0
3547,18391,29.84,318.97,0
3547,9037,70.21,359.41,0
3547,2669,85.56,347.06,0
3547,6458,5.16,29.55,0
3547,18922,43.22,381.54,0
3548,103,69.89,474.69,0
3548,4729,65.33,269.48,0
3548,8596,27.75,148.01,0
3548,17625,40.1,360.15,0
3548,20670,38.15,195.94,0
3548,4111,122.75,491.97,0
3548,6669,1.11,6.07,0
3548,260,50.42,393.68,0
3549,10256,64.82,338.95,0
3549,18822,83.02,393.18,0
3549,11145,77.0,360.36,0
3549,4460,2.86,13.99,0
3549,19005,18.41,130.19,0
3549,2792,45.96,225.29,0
3549,1379,58.5,240.53,0
3550,952,9.39,53.35,0
3550,16809,19.77,117.45,0
3550,1860,33.83,350.55,1
3550,16479,85.45,345.75,1
3550,19645,108.15,472.85,0
3550,5752,6.6,79.18,1
3551,17149,25.56,194.2,0
3551,16979,64.64,262.7,0
3551,1703,38.39,414.32,0
3551,13113,51.86,380.01,0
3551,6377,12.16,115.97,0
3551,11567,37.37,413.84,0
3552,17307,40.12,341.09,1
3552,6319,6.72,75.34,0
3552,7660,13.75,63.06,0
3552,13803,2.85,25.77,0
3552,5728,93.85,489.15,0
3552,435,41.46,325.85,0
3553,18162,19.32,193.72,0
3553,3909,34.61,182.11,0
3553,15566,56.15,370.48,0
3553,15339,11.67,81.26,0
3553,2540,26.68,112.92,0
3553,8964,54.41,400.52,0
3553,9554,6.71,58.82,0
3554,9595,69.01,483.44,0
3554,18554,39.56,164.1,0
3554,3055,18.5,173.26,0
3554,6031,57.71,381.77,0
3554,9159,13.42,157.0,0
3554,342,4.98,35.42,0
3555,15529,92.3,482.66,0
3555,2704,46.91,347.64,0
3555,4183,81.67,457.71,0
3555,11488,42.32,372.88,0
3556,18562,90.35,432.26,0
3556,12964,19.8,191.12,0
3556,15641,30.17,160.27,0
3556,18072,44.17,232.55,0
3557,11919,7.99,48.86,0
3557,14680,85.14,362.53,0
3557,17489,31.12,180.08,0
3557,1985,53.17,371.62,0
3557,10547,10.75,93.76,0
3557,9567,6.86,73.68,0
3557,16562,32.05,210.14,0
3557,6828,7.87,45.21,0
3558,17195,27.82,342.13,0
3558,12408,21.39,121.0,0
3558,4474,27.87,276.03,0
3558,9483,17.51,77.12,0
3558,1930,50.68,228.8,0
3558,16312,32.89,209.87,0
3558,13648,68.44,295.36,0
3558,4785,10.02,57.73,0
3559,1280,3.57,15.63,0
3559,11765,36.21,298.52,0
3559,17687,22.57,144.79,0
3559,19102,110.26,484.81,0
3559,2101,60.96,266.62,0
3560,1972,37.27,186.17,0
3560,7880,13.75,64.14,0
3560,10646,36.87,149.03,0
3560,1273,17.17,187.57,0
3560,1580,79.88,323.57,0
3560,14345,50.84,301.88,0
3560,8335,26.55,189.45,0
3560,11775,22.39,139.68,0
3561,15786,29.89,225.5,0
3561,9444,24.1,284.99,0
3561,20431,60.32,456.2,0
3561,14421,13.74,160.01,0
3561,14786,57.06,451.76,0
3561,14848,24.84,99.39,0
3561,11195,47.45,212.44,0
3562,6511,83.35,476.34,0
3562,6219,47.64,438.0,0
3562,12145,1.6,8.36,0
3562,4225,15.7,133.93,0
3562,16907,54.96,299.51,0
3562,6938,51.39,215.24,0
3563,8598,123.19,499.68,0
3563,8740,51.06,361.06,0
3563,12782,42.21,206.37,0
3563,9767,70.6,388.14,0
3563,3750,34.3,240.78,0
3563,1100,94.98,402.85,0
3563,10499,36.51,300.72,0
3563,4447,29.85,138.76,0
3564,1659,13.96,104.79,0
3564,9174,48.98,436.67,0
3564,13510,4.17,23.63,0
3564,18348,59.97,245.29,0
3564,19803,56.34,279.13,0
3564,843,57.86,249.29,0
3564,7574,15.49,73.48,0
3564,16613,27.58,130.25,0
3565,2843,25.35,113.49,0
3565,18276,11.59,81.63,0
3565,4707,35.08,278.94,0
3565,1988,86.17,488.96,0
3565,9730,10.55,118.24,0
3565,3138,46.39,493.12,0
3566,8561,48.03,421.01,0
3566,8780,74.78,380.12,0
3566,9080,23.3,217.4,0
3566,3765,37.27,229.69,0
3566,6831,47.91,330.53,0
3567,16286,25.77,129.11,0
3567,5626,30.3,155.58,0
3567,17509,87.12,380.22,0
3567,19968,32.33,350.62,0
3568,12052,87.26,490.4,0
3568,3452,1.58,8.47,0
3568,4564,106.4,456.11,0
3568,18331,25.84,109.67,0
3569,13352,1.44,13.83,0
3569,15123,3.75,41.39,0
3569,1629,44.3,286.45,0
3569,17376,33.33,272.84,0
3569,10151,32.29,217.76,0
3569,10854,51.38,341.21,0
3569,12288,29.74,242.27,0
3569,12808,56.62,383.6,0
3570,17051,2.26,18.24,0
3570,12732,24.31,223.3,0
3570,4562,25.21,123.92,1
3570,13483,78.16,344.99,0
3570,17410,52.56,254.57,0
3570,1093,61.74,349.88,1
3571,20011,36.75,252.74,0
3571,20077,33.45,353.13,0
3571,9541,9.21,61.82,0
3571,19413,72.37,452.41,0
3571,12278,52.26,336.82,0
3571,6009,28.92,220.06,0
3571,9637,107.15,483.09,0
3572,5278,74.79,374.77,0
3572,18577,100.3,446.56,0
3572,8645,57.94,401.39,0
3572,20249,75.87,336.23,0
3572,11896,54.06,484.61,0
3572,16457,25.08,288.87,0
3572,4351,69.1,447.7,0
3573,20884,94.41,484.43,0
3573,3589,31.58,251.33,0
3573,20431,70.79,407.63,0
3573,16134,84.5,358.18,0
3573,11278,44.14,297.22,0
3573,7320,105.56,469.71,0
3573,14380,39.32,214.28,0
3573,10715,33.27,140.06,0
3574,2241,57.01,495.03,0
3574,10729,37.34,227.85,0
3574,19149,66.89,440.83,0
3574,16293,15.19,63.28,0
3574,14602,54.89,269.5,0
3574,5066,29.08,131.43,0
3575,19688,37.9,303.14,0
3575,4489,20.47,219.69,0
3575,19071,12.76,92.18,0
3575,5670,84.97,437.7,0
3576,4407,4.37,42.53,0
3576,19957,44.63,497.8,0
3576,1947,14.98,155.96,0
3576,6281,61.19,404.22,0
3576,1158,36.27,259.75,0
3576,3763,66.67,289.99,0
3576,4688,15.35,125.71,0
3577,6671,37.32,352.17,0
3577,10071,21.52,152.76,0
3577,16537,72.59,342.79,0
3577,12834,43.29,457.63,0
3578,1996,89.36,483.42,0
3578,9097,3.25,14.77,0
3578,19508,42.68,244.84,0
3578,15427,108.27,469.51,0
3578,14894,44.72,205.73,0
3579,1572,74.21,370.58,0
3579,12120,66.68,364.71,0
3579,2981,78.73,445.52,0
3579,11713,52.12,233.08,0
3579,4163,39.33,395.52,0
3579,1618,0.72,8.17,0
3580,16224,45.37,343.27,0
3580,3116,53.11,443.08,0
3580,1256,26.27,305.39,0
3580,8672,88.84,397.92,1
3580,8024,15.35,152.69,1
3580,19582,34.51,358.35,0
3581,1204,56.04,365.27,0
3581,7803,35.77,153.79,0
3581,16923,55.39,310.05,0
3581,8337,2.7,12.65,0
3581,11896,15.8,66.16,0
3581,17921,44.69,416.86,0
3581,9788,86.85,374.25,0
3582,7277,42.39,420.93,0
3582,3632,94.24,427.08,0
3582,16591,28.83,300.55,0
3582,6700,21.8,94.64,0
3582,7773,55.88,235.18,0
3582,19421,31.87,183.3,0
3582,1161,24.86,273.95,0
3583,16952,51.16,235.37,1
3583,18874,23.1,98.84,0
3583,16142,81.61,431.35,1
3583,11850,16.43,138.61,1
3583,7586,78.49,408.63,0
3583,2256,7.01,44.61,0
3584,10573,3.23,15.34,0
3584,15199,37.66,259.58,0
3584,18548,5.88,57.12,0
3584,4875,71.5,318.33,0
3584,360,7.66,57.47,0
3584,14308,54.39,233.78,0
3584,18898,38.21,203.42,0
3584,17857,12.88,51.82,0
3585,1971,47.24,490.85,0
3585,1617,29.6,187.68,0
3585,16641,22.64,257.62,0
3585,16135,56.49,398.64,0
3585,13916,24.91,291.72,0
3586,11090,36.05,181.37,0
3586,13298,40.16,442.9,0
3586,20706,17.06,112.3,0
3586,13821,12.13,63.89,0
3586,2979,2.53,31.18,0
3586,12669,27.02,181.35,0
3586,20564,12.01,109.97,0
3587,15210,25.52,189.04,0
3587,1136,40.62,330.48,0
3587,14122,84.66,443.74,0
3587,1015,46.93,439.09,0
3588,14925,29.29,350.97,0
3588,9964,67.48,270.5,0
3588,11979,36.11,228.73,0
3588,20432,58.4,271.58,0
3588,1973,43.62,216.95,0
3589,18584,26.4,152.99,0
3589,1334,41.96,414.52,0
3589,1962,56.18,278.2,0
3589,16206,3.08,16.7,0
3589,17077,23.05,222.34,0
3589,2021,13.51,66.43,0
3590,3248,3.92,19.65,0
3590,5968,85.08,352.13,0
3590,13517,9.25,108.21,0
3590,17242,67.7,279.42,0
3590,18491,62.96,324.66,0
3591,175,34.17,186.42,0
3591,699,20.74,172.69,1
3591,19394,47.01,198.46,0
3591,13752,62.9,287.52,0
3592,761,16.84,114.21,0
3592,15746,108.34,478.78,0
3592,3581,25.32,221.61,0
3592,14963,68.18,340.54,0
3592,11646,124.0,496.97,0
3592,11679,26.82,286.68,0
3593,9485,77.11,356.77,0
3593,2189,78.22,338.26,0
3593,6347,73.83,388.0,0
3593,967,37.99,407.6,0
3593,17061,61.26,468.13,0
3593,1798,14.03,167.66,0
3593,13798,2.25,13.86,0
3593,8656,28.64,234.96,0
3594,1305,13.54,120.46,0
3594,6763,43.03,259.26,0
3594,12000,48.02,212.28,0
3594,17533,57.36,302.77,0
3594,7458,29.65,352.59,0
3594,18630,16.46,144.37,0
3594,1195,35.1,413.56,0
3595,12265,13.68,137.1,0
3595,20343,94.71,414.55,0
3595,7101,36.47,266.25,0
3595,1017,50.89,376.9,0
3596,9762,1.23,11.52,0
3596,5579,2.12,8.57,0
3596,2801,64.52,428.88,0
3596,19340,34.32,338.47,0
3596,730,8.27,100.22,0
3596,13824,41.12,360.9,0
3596,16555,74.1,355.7,0
3597,5795,18.51,81.57,0
3597,7803,13.67,99.38,0
3597,18624,60.48,480.19,0
3597,7452,58.14,391.74,0
3598,10022,61.2,428.53,0
3598,13339,46.34,188.07,0
3598,11249,53.03,240.21,0
3598,3712,20.47,89.21,0
3599,9084,24.27,249.6,0
3599,16110,27.53,142.73,0
3599,3623,13.2,164.67,0
3599,7158,15.79,196.48,0
3600,16277,31.16,204.68,0
3600,9952,36.35,199.59,0
3600,14176,75.42,330.26,0
3600,1350,43.25,306.81,0
3600,20924,29.88,159.81,0
3600,16348,44.46,303.04,0
3601,18838,11.96,108.08,1
3601,20708,47.75,273.01,0
3601,2540,16.44,119.08,0
3601,9174,41.78,362.75,0
3602,10393,35.91,189.54,0
3602,2464,84.37,362.13,0
3602,7175,31.45,196.05,0
3602,18546,14.51,149.71,0
3602,3621,59.28,321.53,0
3602,20185,4.04,19.18,0
3603,55,27.81,165.39,0
3603,16734,38.0,255.31,0
3603,18105,24.46,175.94,0
3603,2978,88.23,449.68,0
3603,6456,47.11,221.24,0
3603,1443,79.9,468.01,0
3603,9078,46.68,307.32,0
3603,16063,38.18,193.06,0
3604,19366,2.97,22.26,0
3604,10143,96.07,435.44,0
3604,5713,31.65,138.53,0
3604,18391,79.78,324.73,0
3604,72,110.52,469.41,0
3604,7916,69.85,480.81,0
3604,2464,38.97,357.22,0
3605,16290,37.76,401.03,0
3605,1928,46.39,187.4,0
3605,603,26.26,321.55,0
3605,11583,20.61,158.51,0
3606,8666,87.92,399.64,0
3606,17935,72.17,393.76,0
3606,3868,33.76,328.51,0
3606,17869,76.75,472.44,0
3606,9967,37.12,247.8,0
3607,11698,8.09,93.31,0
3607,20856,100.8,433.76,0
3607,5316,95.21,389.9,0
3607,15181,9.71,101.23,0
3608,18136,64.75,286.74,0
3608,19926,95.14,441.2,0
3608,20908,40.53,489.46,0
3608,13563,5.54,52.62,0
3608,11031,14.02,63.24,0
3608,11582,13.18,98.87,0
3608,202,38.2,420.41,0
3608,2637,7.33,38.42,0
3609,5614,4.21,51.17,0
3609,5408,42.22,231.03,0
3609,11923,33.79,204.19,0
3609,5536,89.42,431.16,0
3609,9590,29.27,341.19,0
3610,20844,25.97,117.33,0
3610,17942,33.4,195.42,0
3610,18394,43.22,377.06,0
3610,14181,14.66,76.87,0
3611,2052,51.89,227.09,0
3611,2706,62.4,335.2,0
3611,5044,22.61,116.43,0
3611,16219,33.75,149.5,0
3611,6563,37.76,312.09,0
3611,20533,2.2,12.97,0
3612,17805,62.07,353.46,0
3612,3405,55.25,302.13,0
3612,15668,22.07,101.97,0
3612,2627,51.71,282.36,0
3612,6977,17.49,145.31,0
3612,14834,21.83,196.31,0
3612,2936,80.75,439.44,0
3613,3131,55.99,448.15,0
3613,6353,4.36,53.87,0
3613,7138,42.08,451.4,0
3613,673,76.56,423.75,0
3613,12196,39.09,181.14,0
3613,3852,25.09,127.78,0
3613,9896,3.07,37.04,0
3613,9098,76.85,442.34,0
3614,1328,36.72,202.74,0
3614,16247,21.32,123.85,0
3614,1462,5.92,35.05,0
3614,12414,40.84,381.64,0
3614,12411,109.59,456.32,0
3614,2817,19.23,143.79,0
3614,16696,54.37,317.98,0
3615,17282,65.13,275.12,0
3615,1560,86.09,366.93,0
3615,17311,66.86,274.52,0
3615,18948,23.73,242.41,0
3616,12477,47.73,197.5,0
3616,20692,31.7,167.63,0
3616,14705,52.75,246.73,0
3616,4847,43.73,408.73,0
3617,2934,45.44,254.23,0
3617,11759,110.86,458.3,0
3617,18443,52.18,213.5,0
3617,13420,89.72,432.64,0
3617,19827,99.79,459.16,0
3617,19777,40.38,297.73,0
3618,11372,31.57,231.7,0
3618,13460,52.91,291.39,0
3618,17315,32.54,291.19,0
3618,20642,11.23,64.69,0
3618,2042,9.66,106.34,0
3618,5641,31.92,226.74,0
3619,10765,34.33,416.78,0
3619,16810,75.14,348.64,0
3619,11319,25.74,220.61,0
3619,5393,24.54,237.34,0
3620,19455,11.75,98.82,0
3620,19616,62.42,310.78,0
3620,11985,29.83,161.93,0
3620,15928,54.58,234.23,0
3620,4631,80.93,458.66,0
3620,15829,74.12,306.01,0
3621,466,37.2,164.07,0
3621,18048,19.35,91.11,0
3621,19890,3.93,46.76,0
3621,19370,79.99,442.92,0
3622,18501,26.91,122.45,0
3622,3106,35.65,285.95,0
3622,9603,40.36,378.42,0
3622,10760,45.14,395.84,0
3623,877,19.73,123.93,0
3623,17751,3.6,35.94,0
3623,18661,68.35,412.25,0
3623,6800,51.68,472.51,0
3623,7431,48.13,209.98,0
3623,15589,28.81,116.83,0
3623,3034,4.17,17.89,0
3624,14514,23.32,126.39,0
3624,18592,5.05,55.16,0
3624,17022,100.0,465.82,0
3624,8077,3.17,39.52,0
3624,14853,11.22,102.72,0
3624,425,30.37,324.32,0
3624,8941,60.97,361.8,0
3625,4841,12.84,144.0,0
3625,5639,44.18,326.04,0
3625,16990,31.77,203.29,0
3625,6610,36.97,210.34,0
3625,16024,30.11,275.28,0
3626,16930,38.64,288.18,0
3626,18347,34.32,144.7,0
3626,9704,1.74,8.02,0
3626,19553,49.44,383.25,0
3626,18350,2.3,25.09,0
3626,12701,25.62,126.81,0
3626,17075,60.66,367.65,0
3626,14403,31.17,381.68,0
3627,1206,56.59,337.78,0
3627,19435,54.67,385.06,0
3627,17530,45.07,339.24,0
3627,9246,42.39,222.58,0
3628,19377,35.59,265.53,0
3628,20417,57.93,407.78,0
3628,7882,77.05,407.35,0
3628,13089,25.89,279.01,0
3628,19044,19.77,237.76,0
3628,1840,5.87,39.78,0
3628,13191,8.45,82.87,0
3629,10996,81.23,342.77,0
3629,6562,59.96,436.03,0
3629,19336,0.99,6.1,0
3629,17594,50.77,430.18,0
3629,11955,43.39,495.26,0
3629,11507,69.7,287.07,0
3630,13378,81.6,329.99,0
3630,10159,26.83,247.43,0
3630,2029,54.99,331.16,0
3630,9978,27.26,295.25,0
3630,10484,42.75,198.54,0
3630,3763,39.08,174.18,0
3630,555,68.15,275.74,0
3630,15630,6.15,28.38,0
3631,8177,33.29,151.9,0
3631,960,16.45,66.2,0
3631,11731,7.1,63.78,0
3631,5405,31.09,149.6,0
3632,3040,8.85,82.42,0
3632,20834,89.9,384.12,0
3632,14894,18.68,97.27,0
3632,13472,37.99,376.31,0
3632,16218,3.33,19.36,0
3632,4188,43.09,440.32,0
3632,10796,23.28,243.05,0
3632,20482,90.09,487.12,1
3633,9715,49.41,298.84,0
3633,15978,16.05,67.0,0
3633,2472,28.72,124.14,0
3633,15652,82.96,471.58,0
3633,14782,96.31,421.25,1
3633,1921,26.99,141.44,1
3633,2455,20.26,146.65,0
3634,7289,28.27,207.57,0
3634,4325,28.54,194.28,0
3634,3569,7.92,80.77,0
3634,16161,12.99,66.29,0
3635,10638,5.29,46.6,0
3635,826,19.6,216.98,0
