src_id,dst_id,wire_cap_ff,wire_length_um
292,249,13.71,132.77
292,152,72.82,302.1
292,312,65.06,298.43
293,17,55.98,234.63
293,206,41.49,250.97
293,212,45.02,204.07
294,276,64.7,436.97
294,49,45.66,279.07
294,302,58.35,360.93
294,244,69.8,364.89
295,226,36.96,227.13
295,75,7.47,41.24
295,224,35.03,248.31
296,289,52.69,448.81
296,61,2.24,27.28
296,269,112.29,486.82
296,180,42.54,287.71
297,178,43.23,174.43
297,86,30.02,196.41
298,152,46.86,315.17
298,1,7.76,39.35
298,100,67.79,455.43
298,239,111.89,465.38
299,108,28.32,218.98
299,146,4.2,46.92
299,283,13.72,105.8
300,90,2.31,21.58
300,150,74.81,495.24
300,268,1.71,7.9
300,175,35.59,345.27
300,106,75.44,416.42
301,3,35.86,346.23
301,137,19.84,93.38
301,266,36.98,193.43
301,248,17.23,214.98
302,247,33.81,208.96
302,43,31.19,346.24
303,13,60.42,281.25
303,31,79.03,379.65
303,170,11.32,83.34
303,14,47.31,268.84
303,267,77.81,320.54
304,73,55.79,330.89
304,94,37.63,444.5
305,123,47.56,231.13
305,182,43.55,175.9
305,188,64.29,334.97
305,33,34.36,153.27
305,293,11.32,134.93
305,20,51.76,309.91
306,104,38.24,203.88
306,21,58.19,413.34
307,284,55.99,497.61
307,21,53.45,467.28
307,38,46.06,415.39
307,257,28.7,170.55
307,142,85.79,368.1
308,41,27.01,249.3
308,42,6.85,35.39
308,273,72.7,360.7
308,74,8.63,35.22
309,175,30.23,223.63
309,176,19.27,133.53
309,9,42.87,247.19
309,279,29.09,177.91
309,288,2.11,11.05
309,280,9.28,46.23
310,156,22.98,242.54
310,228,35.14,350.94
310,189,42.42,329.38
311,280,7.63,72.76
311,301,39.59,171.86
311,37,35.55,388.76
311,198,41.7,302.03
311,250,17.16,129.52
311,140,64.89,287.75
312,8,42.78,366.68
312,316,99.88,492.0
312,100,47.53,329.2
312,36,13.18,132.08
312,145,54.94,486.96
312,32,19.61,237.86
313,56,17.74,71.46
313,27,97.53,466.74
313,287,32.62,154.0
314,103,72.06,382.12
314,56,58.41,414.3
314,180,67.14,272.66
315,91,18.18,157.52
315,84,16.86,193.15
315,31,51.88,429.43
316,210,86.83,375.46
316,65,13.5,80.21
317,91,73.39,340.72
317,37,26.68,258.99
318,146,13.94,73.16
318,173,29.37,156.47
318,289,23.38,235.82
318,72,53.12,234.63
319,315,71.78,352.24
319,49,3.29,21.96
